node,294095103,1
node,294095104,1
node,294095105,1
node,294095107,1
node,294095108,1
node,294095109,1
node,294095110,1
node,294095111,1
node,2131499634,1
node,2131499637,1
node,2131499664,1
node,2131499671,1
node,4173412088,1
node,4173413493,1
node,4173413494,1
node,4173413497,1
node,4173413498,1
node,4173413499,1
node,4173413500,1
node,4173413501,1
node,4173413560,1
node,4173413564,1
node,4173434593,1
node,4230779871,1
node,4230779872,1
node,4230779873,1
node,4230779875,1
node,4230779876,1
node,294095029,2
node,294095031,2
node,294095035,2
node,294095040,2
node,294095043,2
node,294095102,2
node,294095112,2
node,294095113,2
node,294095114,2
node,360101194,2
node,360104142,2
node,360105581,2
node,360106050,2
node,360107355,2
node,360107757,2
node,360109464,2
node,360111292,2
node,360115937,2
node,360118143,2
node,360118382,2
node,360107991,3
way,416591424,1
way,416593590,1
way,416591418,3
way,26809279,5
way,26809280,5
way,32095374,6
way,4814073,13
way,196471991,2
way,462232639,1
way,136332814,2
node,692147147,1
node,692147151,1
node,692147153,1
node,692147155,1
node,692147157,1
node,4573781098,1
node,692147149,2
node,692154113,2
node,533853856,3
node,828802388,1
node,828802390,1
node,2755725342,1
node,4580418846,1
way,461775515,2
way,461783911,2
way,461944316,2
way,461944307,1
way,462666439,1
way,462666447,1
way,462879901,1
way,55028429,3
way,190295228,7
way,461949310,4
node,2507770581,2
node,2507770586,2
node,2507768044,3
node,2507768049,3
node,2507768050,3
way,243352628,3
node,2507768046,4
way,423882548,3
way,102697696,1
way,102697698,1
way,102697704,5
way,102697722,1
way,102697729,1
way,102697741,1
way,102697757,1
way,102697765,1
way,102697766,1
way,102697706,2
way,102697733,5
way,102697743,5
way,102697750,5
way,102726053,1
way,141647498,1
way,146936859,1
way,273537390,1
relation,6740855,1
way,334260828,2
node,379036847,4
node,8089203,1
node,255947632,1
node,255947634,1
node,778147127,1
node,921090882,1
node,921090884,1
node,921090886,1
node,921090887,1
node,921090896,1
node,921090903,1
node,921090904,1
node,921090906,1
node,921090907,1
node,921090909,1
node,921090912,1
node,921090928,1
node,921090946,1
node,921091467,1
node,921091723,1
node,921091725,1
node,255947633,2
node,778147101,2
node,778147122,2
node,778147132,2
node,921090873,2
node,921090880,2
node,921090914,2
node,921090919,2
node,921091727,2
node,921091729,2
node,8089200,3
node,778147094,3
node,921091732,3
node,8089201,4
node,1350682914,1
node,1350682925,1
node,1350682927,1
node,1376693187,1
node,1376693194,1
node,1376693198,1
node,1376693227,1
node,1376693242,1
node,1376693247,1
node,1376693259,1
node,1376693269,1
node,1376693294,1
node,1376693321,1
node,1446112221,1
node,1446112272,1
node,1446112285,1
node,1446112404,1
node,1446112450,1
node,1446112468,1
node,1446112562,1
node,1446112570,1
node,1446112601,1
node,1789141112,1
node,2196217211,1
node,2196217212,1
node,2196217213,1
node,3713167228,1
node,3713167229,1
node,3729063929,1
node,3729063930,1
node,3729063931,1
node,3729063981,1
node,3729063982,1
node,3729065880,1
node,3729065881,1
node,3729065882,1
node,3729065883,1
node,3729065890,1
node,3729065891,1
node,3729065893,1
node,3729065894,1
node,921091738,2
node,1350682926,2
node,1350682928,2
node,1350682929,2
node,1350682930,2
node,921091736,3
way,23627667,11
way,78484880,3
way,78484878,4
way,123456479,1
way,123456491,1
way,123456487,2
way,123456488,7
way,131388218,1
way,131388231,2
way,267683469,2
way,367391328,2
way,369083521,1
way,369083530,1
way,369083531,1
way,369083524,2
way,456805831,2
way,456805832,2
way,456805875,1
way,456805897,1
way,123973029,4
node,332765169,4
way,97176323,5
node,4581797090,1
node,4087220912,1
node,795332305,2
way,232735267,1
way,232708703,2
node,35735661,1
node,35735668,1
node,35735675,1
node,35735679,1
node,35735691,1
node,35735708,1
node,35735713,1
node,35735735,1
node,35735737,1
node,35735739,1
node,35735742,1
node,35735746,1
node,35735749,1
node,35735751,1
node,35735759,1
node,35735761,1
node,35735764,1
node,35735766,1
node,35735771,1
node,35735772,1
node,35735779,1
node,35735782,1
node,35735784,1
node,35735789,1
node,35735792,1
node,35735800,1
node,35735802,1
node,35735804,1
node,35735927,1
node,35735930,1
node,35735932,1
node,35735948,1
node,35735955,1
node,35735957,1
node,35735961,1
node,35735964,1
node,35735967,1
node,35735973,1
node,35735978,1
node,35735982,1
node,35735987,1
node,35735994,1
node,35735996,1
node,35735998,1
node,35736003,1
node,35736024,1
node,35736027,1
node,35736267,1
node,35736271,1
node,35736275,1
node,35736276,1
node,35736307,1
node,35736309,1
node,35736310,1
node,35736336,1
node,35736339,1
node,35736344,1
node,35736345,1
node,35736346,1
node,35736347,1
node,35736351,1
node,35736352,1
node,35736361,1
node,35736362,1
node,35736365,1
node,35736373,1
node,35736465,1
node,35736469,1
node,35736471,1
node,35736478,1
node,35736479,1
node,35736483,1
node,35736485,1
node,35736490,1
node,35736491,1
node,35736499,1
node,35736503,1
node,35736504,1
node,35736506,1
node,35736513,1
node,35736515,1
node,35736517,1
node,35736529,1
node,35736533,1
node,35736536,1
node,35736541,1
node,35736543,1
node,35736546,1
node,35736552,1
node,35736554,1
node,35736557,1
node,35736564,1
node,35736569,1
node,35736571,1
node,35736575,1
node,35736577,1
node,35736584,1
node,35736585,1
node,35736594,1
node,35738815,1
node,35738820,1
node,35738823,1
node,35738825,1
node,35738827,1
node,35738829,1
node,35738831,1
node,35738836,1
node,35738858,1
node,35738963,1
node,35738965,1
node,35738985,1
node,35738987,1
node,1721021470,1
node,1721021471,1
node,1721021475,1
node,1721021483,1
node,1721021485,1
node,1721021486,1
node,1721021488,1
node,1721021490,1
node,1721021493,1
node,1721021495,1
node,1721021498,1
node,1721021500,1
node,35738991,2
way,5151381,3
way,5151383,3
way,5151384,3
way,5151386,3
way,5151387,3
way,5151390,3
way,5151391,3
way,5151393,3
way,5151394,3
way,5151398,3
way,5151399,3
way,5151401,3
way,5151402,3
way,5151403,3
way,5151404,3
way,5151587,3
node,1572539188,3
node,2592645822,2
node,2592646100,2
way,143692848,2
node,1572539208,3
node,2592645700,3
node,1404477269,4
node,2545626797,6
node,2545626505,8
node,2545629263,8
node,2592646165,3
node,2592646227,3
node,2592646333,3
node,2592646418,3
node,2592646205,4
node,2592646513,5
node,2592646731,2
node,2592646835,2
node,2592646845,2
node,2592646522,3
node,2592646806,3
node,2592646911,3
node,2592646920,3
node,2592647696,2
node,2592647915,3
node,2592648021,3
node,2592648205,3
node,2592647543,4
node,2592648204,5
node,2592648441,2
node,2592648629,2
node,2592649240,2
node,2592649262,2
node,2592648514,3
node,2592648782,3
node,2592649016,3
node,2592649427,2
node,2592649961,2
node,2592650692,2
node,2592649352,3
node,2592649813,3
node,2592649862,3
node,2592649444,4
node,2592651249,2
node,2592651516,2
node,2592651559,2
node,2592650704,3
node,2592650780,3
node,2592650961,3
node,2592651648,3
node,2592651797,2
node,2592652189,2
node,2592651719,3
node,2592652026,3
node,2592652102,3
node,2592652136,3
node,2592652223,3
node,2592652464,2
node,2592652255,3
node,2592652261,3
node,2592652297,3
node,2592652351,3
node,2592652466,3
node,2592652578,3
node,2592653108,2
node,2592653231,2
node,2592653871,2
node,2592653643,3
node,2592653845,4
node,2592653248,5
node,2592653119,6
node,2592654846,2
node,2592655596,2
node,2592653980,3
node,2592655652,3
node,2592655660,3
node,2592654826,4
node,2592654878,4
node,2592655910,3
node,2592655968,3
node,2592656024,3
node,2592656485,3
node,2592656486,3
node,2592656498,3
node,2592655992,4
node,2592656747,2
node,2592656786,2
node,2592656848,2
node,2592656693,3
node,2592657860,3
node,2592656612,5
node,2592656854,5
node,2592658077,3
node,2592658170,3
node,2592658223,3
node,2592658237,3
node,2592658038,4
node,2592658156,6
node,2592658403,2
node,2592658777,2
node,2592658891,3
node,2592658904,3
node,692990913,1
node,62511849,2
node,62511852,2
node,692990915,2
node,692990912,3
node,692990916,1
node,692990918,1
node,1354432013,1
node,1354432021,1
node,1354432022,1
node,1354432023,1
node,1354432024,1
node,1354432032,1
node,1354432039,1
node,1354432050,1
node,1354432056,1
node,1354432060,1
node,1354432061,1
node,1354432063,1
node,1729321831,1
node,1729321855,1
node,1729321883,1
node,2874780830,1
node,2874820274,1
node,2874820275,1
node,2874820276,1
node,2917938650,1
node,2917938651,1
node,2917938652,1
node,2917938653,1
node,3021479121,1
node,3021479122,1
node,3021479123,1
node,3021479124,1
node,3021479125,1
node,3021479126,1
node,3021479127,1
node,3021479129,1
node,3021479130,1
node,3021479131,1
node,3021479132,1
node,3021479133,1
node,3021479134,1
node,3021479135,1
node,3117577608,1
node,3117577609,1
node,692990917,2
node,1354432012,2
node,1354432040,2
node,1354432041,2
node,1354432042,2
node,1354432046,2
node,1354432048,2
node,1354432058,2
node,1354432059,2
node,1354432065,2
node,3117577586,2
node,3117577596,2
node,3117577585,3
node,3117577594,3
node,2880935739,4
node,3117577610,1
node,3117577611,1
node,3117577612,1
node,3117577613,1
node,3117577614,1
node,3117577615,1
node,3117577616,1
node,3117577617,1
node,3117577618,1
node,3117577619,1
node,3117577620,1
node,3117577621,1
node,3117577622,1
node,3117577623,1
node,3117577624,1
node,3117577625,1
node,3117577626,1
node,3117577627,1
node,3117577628,1
node,3117578429,1
node,3117578430,1
node,3117578431,1
node,3117578432,1
node,3117578433,1
node,3117578434,1
node,3117578435,1
node,3117578436,1
node,3117578437,1
node,3117578438,1
node,3117578439,1
node,3117578440,1
node,3117578441,1
node,3117578442,1
node,3117578443,1
node,3117578444,1
node,3117578445,1
node,3117578446,1
node,3117578447,1
node,3117578448,1
node,3117578449,1
node,3117578450,1
node,3117578451,1
node,3118456212,1
node,3489272254,1
node,3518432445,1
node,3518432446,1
node,3525961300,1
node,3525961301,1
node,3525961304,1
node,3525961305,1
node,3525961316,1
node,3525961318,1
node,3913571268,1
node,3913571269,1
node,3913571270,1
node,3913571271,1
node,3913571272,1
node,3913571273,1
node,3913571274,1
node,3469538621,2
node,3494112961,2
node,3475718006,3
node,3913571275,1
node,3913571276,1
node,3913571277,1
node,3913571278,1
node,3913571279,1
node,4054879592,1
node,4054879678,1
node,4232922231,1
node,4232993989,1
node,4232993992,1
node,4232993993,1
node,4232994002,1
node,4232994003,1
node,4539453668,1
node,4539453669,1
node,4539453670,1
node,4539453671,1
way,8729541,4
way,120885125,1
way,283638420,1
way,120885120,2
way,283643602,2
way,284351109,7
way,120885118,9
way,342409868,1
way,342409869,1
way,306842342,2
way,345148606,2
way,306771084,4
way,388148771,1
way,403109581,1
way,408494832,2
way,412017896,3
way,423732111,1
way,426813605,1
way,457884779,1
node,4520485130,1
way,455692022,1
node,4579465590,2
node,4579455792,1
node,4579455092,1
way,133599492,9
way,247337886,3
way,245322987,6
way,133600808,1
way,462897294,1
way,462897295,1
node,258026130,1
node,258026131,1
node,258026132,1
node,258026133,1
node,258026135,1
node,622196670,1
node,622196672,1
node,986894855,1
node,986894856,1
node,1126757119,1
node,1126757253,1
node,2310513129,1
node,2310513133,1
node,2310513134,1
node,2310513138,1
node,2310513139,1
node,2310513152,1
node,2310513190,1
node,2310513212,1
node,2310513216,1
node,2310513227,1
node,2310513233,1
node,2310513235,1
node,2310513238,1
node,256823845,2
node,258026383,2
node,206200599,6
node,206200602,6
node,206200600,7
node,206200601,7
node,206200623,7
node,206240211,7
node,206200603,9
node,256535614,1
node,622194143,1
node,622196501,1
node,622196502,1
node,622196548,1
node,622196549,1
node,622196550,1
node,622196551,1
node,256823846,2
node,256823847,2
node,256823848,2
way,23810705,2
node,206200611,3
node,206200615,3
node,206200616,3
node,256535624,4
node,370481363,4
node,206200606,5
node,256823844,6
way,23690442,6
node,206200609,7
node,206200618,8
way,19791896,12
node,2726838583,2
node,3842995082,2
way,437102509,2
way,130292981,2
way,130300013,2
way,219204434,2
node,4542884391,1
node,3144011303,2
way,27840659,1
node,1457547765,3
node,4573839393,1
way,133599492,8
way,245322987,5
node,4584240237,1
way,168972996,3
way,57935971,9
node,4310959392,1
node,4310959393,1
node,4310959394,1
node,4310959395,1
node,4183756434,1
node,4183756435,1
node,4183756436,1
node,4310959380,1
node,4310959381,1
node,4310959382,1
node,4310959383,1
node,4310959384,1
node,4310959385,1
node,4310959405,1
node,4310959406,1
node,4310959408,1
node,4310959411,1
node,4310959412,1
node,4310959415,1
node,4310959417,1
node,4310959419,1
node,4310959420,1
node,4310959433,1
node,4310959434,1
node,4310959448,1
way,431865665,1
node,1466719130,2
node,1466719193,2
way,421503112,2
way,431865675,2
way,431865676,2
way,417904927,5
way,431865666,1
way,431865669,1
way,431865678,1
way,133259602,2
way,85755580,1
way,85755581,1
way,85755588,1
way,85755592,1
way,85755595,1
way,85755597,1
way,85755599,1
way,85755602,1
way,85755608,1
node,760912269,1
node,4462719412,1
node,4465728875,1
way,449297683,1
way,371838088,2
way,371868554,2
way,449627136,1
way,453716005,1
way,398394369,2
way,235017132,8
way,251840985,3
way,244634823,5
way,234946861,2
way,171031112,3
way,33186900,16
way,10051487,20
way,192984978,6
node,2436056201,1
node,2436061084,1
node,2436055771,1
node,2436055017,2
node,2436052924,1
node,2436004873,1
node,2436005400,1
node,2435999143,1
way,266258771,1
way,167441746,8
way,56303997,2
node,3207309260,1
node,3432772070,1
node,3432772071,1
node,3432772074,1
node,3432772075,1
way,329785545,1
way,329785695,1
way,329791668,1
way,329791712,1
way,336208894,1
way,336208899,1
way,336208904,1
way,336208908,1
way,336208923,1
relation,4234627,4
way,21632638,9
way,456124325,2
way,456124326,2
way,289005182,6
way,456131055,1
node,4281083682,1
node,4281083685,1
node,4281083686,1
node,4281083687,1
node,68300866,3
node,331366062,3
way,34767350,6
way,428980880,1
way,102645867,2
relation,66265,14
relation,1447405,9
relation,1447944,21
way,42415953,6
way,42415955,4
way,167392080,5
way,42415954,12
way,177946579,4
node,2317019260,1
node,3259350312,1
node,3259350313,1
node,3259350314,1
node,3259350315,1
node,3259351974,1
node,3259351976,1
node,3259351978,1
node,3259422206,1
node,3259422207,1
node,3259422209,1
way,319515324,3
way,155419918,8
way,319515809,1
way,319520077,2
way,227774964,3
way,107586335,6
way,227775711,1
way,319515452,1
way,377699504,1
way,227774963,1
way,370104529,1
way,183920369,4
node,4508869339,1
node,4508869340,1
node,906421768,3
node,1906188551,4
node,4508813827,1
node,4508813828,1
node,4509165598,1
node,4509165599,1
node,4515636054,1
node,4515636055,1
node,1906188480,2
node,4360094402,2
node,4475755079,2
node,4475755080,2
node,4482953302,2
node,1906188694,4
node,4502838276,1
node,4504710137,1
node,4507015597,1
node,4515814855,1
node,4515814861,1
node,4515814868,1
node,4312152090,2
way,290696407,1
way,290696418,2
relation,6721849,5
way,320048981,1
way,320048987,1
way,320048989,1
node,4511220308,1
way,356937670,2
node,3080675040,4
node,1078239513,4
node,1078239698,4
node,1081984042,4
node,566895773,5
node,566895966,5
node,566896729,5
node,4245261066,2
node,1081986886,4
node,1200781677,4
node,1200781703,4
node,1081984096,6
node,4531813499,1
way,36821114,6
way,36821146,8
way,36821284,9
way,36821113,6
way,36821130,6
way,36821152,7
way,36821123,9
way,36821108,10
way,36821116,10
way,36821125,10
way,36821137,10
way,36821107,11
way,36821149,11
node,176668912,3
node,177076101,3
node,257700679,3
node,257700682,3
node,257700680,4
node,176986011,5
node,177076103,5
node,1258416173,1
node,1258416207,1
node,1258416212,1
node,1258736612,1
node,1258736617,1
node,1258736640,1
node,1258736649,1
node,1258736661,1
node,1258736710,1
node,1258736763,1
node,1258736765,1
node,1259869126,1
node,1259869128,1
node,1259869132,1
node,1259869136,1
node,1259869137,1
node,1259869146,1
node,1259869151,1
node,259146443,2
node,259146444,2
node,268022583,2
node,1248455842,2
node,1248455862,2
node,1258416176,2
node,1258416181,2
node,1258416196,2
node,1258736618,2
node,1258736668,2
node,1258736687,2
node,1258736773,2
node,1259838613,2
node,1259869130,2
node,259146424,3
node,259146446,3
node,259146449,3
node,259146450,3
node,616648401,3
node,1203667173,3
node,1258736608,3
node,1258736632,3
node,257700685,4
node,586123569,4
node,268022582,7
node,1259869156,1
node,1259869157,1
node,1259951310,1
node,1259951480,1
node,1259951676,1
node,1259951765,1
node,1261230964,1
node,1261241813,1
node,1261639506,1
node,1261639508,1
node,1261639517,1
node,1261639520,1
node,1261639523,1
node,1262253474,1
node,1262253476,1
node,1262253496,1
node,1262366193,1
node,1268076502,1
node,1359419059,1
node,1261073721,2
node,1261230804,2
node,1261230958,2
node,1261241764,2
node,1261241806,2
node,1261241841,2
node,1261241851,2
node,1261313084,2
node,1261313146,2
node,1262353500,2
node,1264052787,2
node,1358114049,2
node,1358114095,2
node,1358114404,2
node,1359419054,2
node,1259869155,3
node,1261241836,3
node,1261241933,3
node,1359419080,1
node,1359419117,1
node,1359419130,1
node,1359419135,1
node,1387643936,1
node,2129418897,1
way,23908647,3
way,24658785,5
way,24658867,6
way,17035431,7
way,23783960,9
way,24658893,5
way,37053763,6
way,24658995,7
way,35361643,7
way,24658868,10
way,24658877,10
way,87437359,2
way,46822090,6
way,64487836,7
way,46822089,9
way,93382944,3
way,93382945,3
way,93649916,4
way,104313888,4
way,108919540,6
way,108919546,1
way,110281123,1
way,108929270,2
way,110296865,2
way,108919545,3
way,108919543,5
way,110296949,2
way,110445961,2
way,110368306,3
way,110445568,3
way,110445963,3
way,110445555,4
way,110445960,4
way,110553049,1
way,121101720,1
way,110445964,2
way,121413167,2
way,110553048,3
way,110766861,4
way,121413173,1
way,121413193,1
way,121413196,1
way,121413209,1
way,121413184,2
way,121413189,2
way,124762233,2
way,124762238,2
way,121413183,3
way,124776361,1
way,124762243,2
way,124776364,2
way,135859225,1
way,139453040,1
way,264602614,1
way,264602616,1
way,265080984,1
way,152341086,2
way,264602615,2
relation,21504,44
relation,5406832,105
relation,4272529,27
relation,4272530,26
relation,4955117,14
relation,4760290,14
relation,6758165,2
relation,4760291,14
relation,6758166,2
node,3872641152,4
node,3183952750,6
node,3193320952,6
node,3193320953,6
node,3183952751,7
node,3136572577,1
node,3136572579,1
node,3005284177,1
node,3136572580,1
node,3136572582,1
way,457628386,1
node,3136572582,2
way,457628386,2
node,4537405067,1
node,4537405069,1
node,4537405070,1
node,4537391214,1
way,457629398,1
way,457631753,1
node,3136572580,2
node,4537405070,2
way,333506162,1
node,2541192452,2
node,1778157872,4
node,1205523953,3
node,1559025748,1
node,1077973051,1
node,1083007176,1
way,448712748,1
node,2383972479,2
node,4062358237,1
node,1218409855,2
node,3370582828,2
way,416450058,1
node,1778132381,4
node,1778110091,1
way,369681328,1
node,3980582149,1
node,3037665539,1
node,3037665540,1
node,4515854389,1
node,4404884189,1
node,4401291196,1
node,3221163785,1
node,4401688790,1
way,202133112,2
way,202133117,2
way,202133113,3
way,202133122,2
way,202133133,3
way,202133134,2
way,202133135,2
way,204969323,1
way,202133823,3
way,204969347,1
way,204969352,1
way,204969356,1
way,28431968,7
way,232795455,1
way,256362483,1
way,54736850,4
way,55122278,2
way,135342935,2
way,135342936,2
way,135342938,2
way,256363982,2
way,135342918,3
way,135342920,3
way,135342921,3
way,135342937,3
way,279975901,3
way,411010286,1
way,411010287,1
way,411010288,1
way,411010289,1
way,411010290,1
way,411010291,1
way,320751557,2
way,279975902,3
way,411010292,1
way,411010293,1
way,242861347,1
way,242861344,2
relation,3282565,3
node,789465369,1
node,1210664107,1
node,1210664116,1
node,1210664121,1
node,1210664122,1
node,1409424120,1
node,265559192,2
node,1210664111,2
node,1521645190,2
node,493405927,3
node,2079666079,1
node,4545124896,1
node,4545125412,1
node,4545125413,1
node,4545125414,1
node,4545125415,1
node,4354708225,2
way,63961492,15
way,332307679,2
way,458523873,2
way,458523904,2
way,138759145,6
way,158015595,8
node,4546902498,1
node,4546902499,1
node,4546902500,1
node,4546903297,1
node,4546903300,1
node,4546903301,1
node,4546902712,2
node,4546903298,2
node,4546908970,1
node,4546908971,1
node,4546908972,1
node,4546908974,1
node,4546908976,1
node,4546908973,2
node,4546908975,2
node,4546908977,1
node,4546908978,1
node,4546908979,1
node,4546908980,1
node,4546908984,1
node,4546908985,1
node,4546908986,1
node,4546908987,1
node,4546908988,1
node,4546908981,2
node,4546908982,2
node,4546908983,2
node,4546909390,1
node,4546909391,1
node,4546909392,1
node,4546909393,1
node,4546911361,1
way,183563736,3
node,1939667556,1
way,129924674,1
way,129924680,1
way,129924681,1
node,633043024,1
node,633075847,1
node,4100966587,1
node,4100966588,1
node,4100966692,1
node,4100966896,1
node,4100967042,1
node,4100967050,1
node,4100967058,1
node,4100967397,1
node,4100967535,1
node,4100967562,1
node,4100967964,1
node,4100968004,1
node,4100968161,1
node,633042992,2
node,633043150,2
node,633043152,2
node,4100967679,1
node,4100967863,1
node,4100967871,1
node,4100968341,1
node,4100968348,1
node,4100968368,1
node,4100968370,1
node,4100968371,1
node,4100968372,1
node,4100968409,1
node,4100968512,1
node,4100968521,1
node,4100968555,1
node,4100968648,1
node,4100969877,1
way,423965969,1
way,408076026,2
way,49826334,1
way,408075970,1
way,12148647,2
way,408075946,2
way,408075996,2
way,49826074,2
way,408075958,2
way,408076016,2
way,12202487,3
way,49824472,7
way,49827463,1
way,49827462,2
way,408075987,2
way,12176220,3
way,384213759,1
way,12134725,2
way,408075941,2
way,408075948,2
way,408075994,2
way,408076051,2
way,408076031,2
way,408076039,2
way,183864584,3
way,183864582,4
way,384988506,2
way,408075986,2
way,408076034,2
way,408076043,2
way,12117996,5
way,408076017,2
way,49824459,3
way,403755895,1
way,408075989,1
way,408075993,1
way,183873771,9
way,408075943,2
way,408076011,2
way,408076030,2
way,52194496,5
relation,5727602,14
relation,5727603,16
relation,1763909,22
way,131197171,1
relation,1763916,1
way,131201884,2
way,247176513,1
way,131193007,1
way,131194559,1
way,131199057,1
way,131210651,1
way,131191649,1
way,131191761,1
way,131196900,1
node,1443070634,1
node,1443073451,1
node,1443076824,1
node,1443080497,1
node,1443116629,1
node,1443116970,1
way,79592239,2
node,4243939341,1
node,4253847551,1
node,4550348671,1
node,1751525586,3
way,333742551,4
way,438801108,1
way,438801116,1
way,438801108,2
way,438801116,2
way,438806096,2
way,439177881,3
way,438807832,2
way,73988262,7
way,429865034,4
way,438798250,1
way,438798769,1
way,438798242,1
way,438801460,1
way,438796145,1
way,438801461,1
way,438794651,2
way,451697811,1
way,438785247,1
way,438785247,2
way,438783538,1
way,438813552,1
way,166125890,3
way,438807301,1
way,438807836,1
way,431796082,1
way,438750336,3
way,438886438,2
way,438796435,3
way,439571112,1
way,438886434,2
way,438795023,2
way,438748664,2
way,438775672,3
way,438795029,2
way,438886418,2
way,438795030,2
way,438886429,2
way,438750335,3
node,2488217947,2
node,2488241104,6
node,213402531,12
node,2486486784,2
node,2488213991,2
node,2488215884,2
node,2488238276,2
node,2488238277,2
node,2480161252,2
node,2480166972,2
node,2488232344,2
node,2488238136,2
node,2488235822,2
node,2488231898,3
node,1418004700,6
node,2488231740,6
node,2488232426,6
node,2480142984,2
node,2488232736,2
node,2488259916,2
